"","id","product_uid","product_title","search_term","relevance","nameCluster","termCluster"
"220",712,100124,"Champion Power Equipment 3,100 Watt Gasoline Powered Wireless Remote Start Inverter Generator with Free Cover","inverter generator",3,2,1
"221",713,100125,"Delta Foundations Single-Handle Kitchen Faucet in Chrome","delta faucet handles",3,2,1
"222",715,100125,"Delta Foundations Single-Handle Kitchen Faucet in Chrome","kitchen faucet delta",2.33,2,1
"223",718,100125,"Delta Foundations Single-Handle Kitchen Faucet in Chrome","kitchen sink faucet",3,2,1
"224",722,100125,"Delta Foundations Single-Handle Kitchen Faucet in Chrome","pricepfister kitchen faucet g135",2.33,2,1
"225",726,100126,"InSinkErator Involve H-View Instant Hot Water Dispenser System in Satin Nickel","hot water dispenser",2.67,3,1
"226",731,100127,"RapidAir 3/8 in. Plastic Tubing Clamp (12-Pack)","plastic tubing",2.33,1,1
"227",734,100128,"Proslat 32 sq. ft. White Wall Panel Kit","garage chair organizer",1,2,1
"228",737,100128,"Proslat 32 sq. ft. White Wall Panel Kit","slatwall",3,2,1
"229",739,100128,"Proslat 32 sq. ft. White Wall Panel Kit","wall board",2.67,2,1
"230",740,100128,"Proslat 32 sq. ft. White Wall Panel Kit","wall pannels",2.67,2,1
"231",742,100129,"Sundstrom Safety Silicone Half Mask Respirator","face masks",1,2,1
"232",743,100129,"Sundstrom Safety Silicone Half Mask Respirator","respirator",3,2,1
"233",745,100130,"Terro Outdoor Liquid Ant Stake","ant killer",3,3,1
"234",748,100131,"Leaktite 5-gal. Homer Leakproof Lid","5 gal buckets",1.67,1,1
"235",749,100131,"Leaktite 5-gal. Homer Leakproof Lid","5gal bucket",1.67,1,1
"236",751,100131,"Leaktite 5-gal. Homer Leakproof Lid","college homer bucket",2,1,1
"237",753,100131,"Leaktite 5-gal. Homer Leakproof Lid","paint pails",1.67,1,1
"238",756,100132,"Hampton Bay 66 in. Satin Nickel Floor Lamp","lamp",3,3,1
"239",758,100133,"2 in. x 4 in. x 104-5/8 in. Kiln-Dried Whitewood Stud","2*3 stud",2.33,2,1
"240",759,100133,"2 in. x 4 in. x 104-5/8 in. Kiln-Dried Whitewood Stud","2X4 SRUDS",3,2,1
"241",760,100133,"2 in. x 4 in. x 104-5/8 in. Kiln-Dried Whitewood Stud","lumber 2x4",3,2,1
"242",763,100134,"Frost King E/O 84 in. x 110 in. Patio Shrink Window Insulation Kit","frostking window shrink film",2.67,2,1
"243",764,100134,"Frost King E/O 84 in. x 110 in. Patio Shrink Window Insulation Kit","plastic covers",1,2,1
"244",765,100134,"Frost King E/O 84 in. x 110 in. Patio Shrink Window Insulation Kit","plastic film",1.67,2,1
"245",771,100134,"Frost King E/O 84 in. x 110 in. Patio Shrink Window Insulation Kit","window removable weather strip",2.33,2,1
"246",773,100134,"Frost King E/O 84 in. x 110 in. Patio Shrink Window Insulation Kit","wrap around plastic light covers",1.33,2,1
"247",778,100135,"Pelican Water 10 GPM Whole House Carbon Water Filter System for Homes with 1-3 Bathrooms","water trap moisture filter",2,2,1
"248",784,100138,"Philips 4 ft. T8 32-Watt Daylight (6500K) ALTO Linear Fluorescent Light Bulb (10-Pack)","4   lights bulbs",3,2,1
"249",787,100138,"Philips 4 ft. T8 32-Watt Daylight (6500K) ALTO Linear Fluorescent Light Bulb (10-Pack)","Florescent Light Bulbs",3,2,1
"250",790,100138,"Philips 4 ft. T8 32-Watt Daylight (6500K) ALTO Linear Fluorescent Light Bulb (10-Pack)","fluorescent fixture",1.67,2,1
"251",791,100138,"Philips 4 ft. T8 32-Watt Daylight (6500K) ALTO Linear Fluorescent Light Bulb (10-Pack)","fluorescent light  ballet",1.67,2,1
"252",800,100138,"Philips 4 ft. T8 32-Watt Daylight (6500K) ALTO Linear Fluorescent Light Bulb (10-Pack)","t8 light",3,2,1
"253",801,100138,"Philips 4 ft. T8 32-Watt Daylight (6500K) ALTO Linear Fluorescent Light Bulb (10-Pack)","violet flourescent light",1.67,2,1
"254",811,100140,"Honda GCV190 21 in. Variable Speed Self-Propelled Walk-Behind Gas Mower","lawn mower- electic",2.33,2,1
"255",812,100140,"Honda GCV190 21 in. Variable Speed Self-Propelled Walk-Behind Gas Mower","Lawnmowers",3,2,1
"256",817,100141,"ClosetMaid 36 in. Laminated 2-Door Raised Panel Storage Cabinet in White","closetmade",2,2,1
"257",818,100141,"ClosetMaid 36 in. Laminated 2-Door Raised Panel Storage Cabinet in White","closetmaid",2.67,2,1
"258",819,100141,"ClosetMaid 36 in. Laminated 2-Door Raised Panel Storage Cabinet in White","closetmaid pantry",1.67,2,1
"259",824,100141,"ClosetMaid 36 in. Laminated 2-Door Raised Panel Storage Cabinet in White","storage cabinets",3,2,1
"260",826,100141,"ClosetMaid 36 in. Laminated 2-Door Raised Panel Storage Cabinet in White","white cabinet",3,2,1
"261",828,100143,"Frigidaire 4.2 cu. ft. Gas Range in Stainless Steel","24 stainless gas range",2.33,2,1
"262",831,100143,"Frigidaire 4.2 cu. ft. Gas Range in Stainless Steel","frigidaire gas range",3,2,1
"263",832,100143,"Frigidaire 4.2 cu. ft. Gas Range in Stainless Steel","gas range",3,2,1
"264",837,100143,"Frigidaire 4.2 cu. ft. Gas Range in Stainless Steel","stainless steel gas stove",3,2,2
"265",843,100144,"Aquatic Gelcoat Repair Kit in White","fiberglass repair kit",2.75,3,1
"266",844,100144,"Aquatic Gelcoat Repair Kit in White","fiberglass repir kit",2,3,1
"267",847,100145,"32 sq. ft. Ultra True Bead Hardboard Paneling","4*8 beadboard paneling",2,1,1
"268",852,100146,"Armstrong 12 in. x 12 in. Peel and Stick Slate Sand &amp; Sky Vinyl Tile (45 sq. ft. / case)","6x6 p sand tile",2,2,1
"269",857,100146,"Armstrong 12 in. x 12 in. Peel and Stick Slate Sand &amp; Sky Vinyl Tile (45 sq. ft. / case)","vinyl tile peel and stick",3,2,1
"270",862,100148,"Everbilt R-Value 6 Reflective Barrier Water Heater Blanket","water heater blanket",3,3,1
"271",867,100149,"MARAZZI Montagna Gunstock 6 in. x 24 in. Glazed Porcelain Floor and Wall Tile (14.53 sq. ft. / case)","funnel 6 inch",1,2,1
"272",868,100149,"MARAZZI Montagna Gunstock 6 in. x 24 in. Glazed Porcelain Floor and Wall Tile (14.53 sq. ft. / case)","greecianmarble floor tile",1.67,2,1
"273",869,100149,"MARAZZI Montagna Gunstock 6 in. x 24 in. Glazed Porcelain Floor and Wall Tile (14.53 sq. ft. / case)","join compound wall tile",2,2,1
"274",872,100149,"MARAZZI Montagna Gunstock 6 in. x 24 in. Glazed Porcelain Floor and Wall Tile (14.53 sq. ft. / case)","lunada bay tile 3' x 6' wall tile",2,2,1
"275",876,100149,"MARAZZI Montagna Gunstock 6 in. x 24 in. Glazed Porcelain Floor and Wall Tile (14.53 sq. ft. / case)","Montagna rustic",2,2,1
"276",878,100149,"MARAZZI Montagna Gunstock 6 in. x 24 in. Glazed Porcelain Floor and Wall Tile (14.53 sq. ft. / case)","montagnia contina floor tile",2.33,2,1
"277",881,100149,"MARAZZI Montagna Gunstock 6 in. x 24 in. Glazed Porcelain Floor and Wall Tile (14.53 sq. ft. / case)","porcelain tile sealer",2,2,1
"278",882,100149,"MARAZZI Montagna Gunstock 6 in. x 24 in. Glazed Porcelain Floor and Wall Tile (14.53 sq. ft. / case)","porcelin floor tile 6x24",2,2,1
"279",885,100149,"MARAZZI Montagna Gunstock 6 in. x 24 in. Glazed Porcelain Floor and Wall Tile (14.53 sq. ft. / case)","tiles floor",2.67,2,1
"280",886,100149,"MARAZZI Montagna Gunstock 6 in. x 24 in. Glazed Porcelain Floor and Wall Tile (14.53 sq. ft. / case)","towel rings that look like wood",1.67,2,1
"281",893,100150,"4 in. x 4 in. x 4-1/2 ft. Pressure-Treated Pine Double V-Grooved Deck Post","4x4 deck post",2.33,2,1
"282",894,100150,"4 in. x 4 in. x 4-1/2 ft. Pressure-Treated Pine Double V-Grooved Deck Post","4x4 lumber",3,2,1
"283",895,100150,"4 in. x 4 in. x 4-1/2 ft. Pressure-Treated Pine Double V-Grooved Deck Post","4x4 lumber not treated",2.67,2,1
"284",898,100150,"4 in. x 4 in. x 4-1/2 ft. Pressure-Treated Pine Double V-Grooved Deck Post","post",2.33,2,1
"285",899,100150,"4 in. x 4 in. x 4-1/2 ft. Pressure-Treated Pine Double V-Grooved Deck Post","pressure treated posts for decks",2,2,1
"286",902,100151,"Commercial Electric 7 in. White LED Easy Light Ceiling Flushmount Daylight","closet light fixture",3,2,1
"287",908,100152,"Cub Cadet 42 in. and 46 in. LTX and XT1 Bagger","cub cadet 42",3,1,1
"288",909,100152,"Cub Cadet 42 in. and 46 in. LTX and XT1 Bagger","cub cadet battery72517063",2,1,1
"289",910,100152,"Cub Cadet 42 in. and 46 in. LTX and XT1 Bagger","cub cadet lawn mowers",2,1,1
"290",912,100152,"Cub Cadet 42 in. and 46 in. LTX and XT1 Bagger","foof leaf broom",1,1,1
"291",918,100152,"Cub Cadet 42 in. and 46 in. LTX and XT1 Bagger","lawn tractor",1,1,1
"292",922,100153,"Leviton 15 Amp 3-Way Toggle Switch - White","3 way",2.67,3,1
"293",923,100153,"Leviton 15 Amp 3-Way Toggle Switch - White","3 WAY TOGGLE SWITCH",3,3,1
"294",928,100153,"Leviton 15 Amp 3-Way Toggle Switch - White","three wayy",2,3,1
"295",929,100154,"Reddy Heater 26,000 - 30,000 BTU Infrared Dual-Fuel Wall Heater with Blower","dual wall ducts",1.33,2,1
"296",934,100154,"Reddy Heater 26,000 - 30,000 BTU Infrared Dual-Fuel Wall Heater with Blower","incide wall heater",2.67,2,1
"297",940,100155,"Backyard X-Scapes 1 in. D x 6 ft. H x 8 ft. L Stained Mahogany Rolled Bamboo Fence","6ft h bamboo fencing",3,2,1
"298",944,100157,"Fiskars Bypass Lopper","hedge shears",3,3,1
"299",954,100158,"KOHLER Memoirs Pedestal Combo Bathroom Sink with Classic Design in White","kohler retro pedestal sink combos",2.67,1,1
"300",958,100158,"KOHLER Memoirs Pedestal Combo Bathroom Sink with Classic Design in White","pedestal sink combo",3,1,1
"301",962,100158,"KOHLER Memoirs Pedestal Combo Bathroom Sink with Classic Design in White","toilet sink",3,1,1
"302",963,100158,"KOHLER Memoirs Pedestal Combo Bathroom Sink with Classic Design in White","westminster pedistal combo",2.33,1,1
"303",969,100160,"DEWALT 20-Volt Max Lithium-Ion Cordless Combo Kit (9-Tool)","dewalt combo kit",3,2,1
"304",974,100161,"Aquasana Whole House Water Filtration System","omnifilter",2.33,2,1
"305",978,100161,"Aquasana Whole House Water Filtration System","water softners",2.33,2,1
"306",984,100163,"Avanti Pro 4 in. Turbo Diamond Blade","lenox diamond blades",2,1,1
"307",991,100165,"CedarSafe Aromatic Eastern Red Cedar Closet Liner Tongue and Groove Planks, 35 sq. ft.","cedar plank",2.67,2,1
"308",1000,100165,"CedarSafe Aromatic Eastern Red Cedar Closet Liner Tongue and Groove Planks, 35 sq. ft.","wooden planks",3,2,1
"309",1001,100166,"Quikrete 10 oz. Liquid Cement Color - Charcoal","colosso",1,3,1
"310",1004,100166,"Quikrete 10 oz. Liquid Cement Color - Charcoal","quikrete color",2.67,3,1
"311",1007,100167,"Everbilt 3-1/2 in. x 5/8 in. Satin Nickel Radius Door Hinge (3 per Pack)","door hinge",3,2,1
"312",1008,100167,"Everbilt 3-1/2 in. x 5/8 in. Satin Nickel Radius Door Hinge (3 per Pack)","exterior door hinges",3,2,1
"313",1019,100170,"Dyna-Glo Pro 125,000 BTU Forced Air LP Gas Portable Heater","kerosene heater",1,2,1
"314",1020,100170,"Dyna-Glo Pro 125,000 BTU Forced Air LP Gas Portable Heater","lp gas heaters",2.67,2,1
"315",1022,100170,"Dyna-Glo Pro 125,000 BTU Forced Air LP Gas Portable Heater","portable air tank",1.67,2,1
"316",1026,100170,"Dyna-Glo Pro 125,000 BTU Forced Air LP Gas Portable Heater","thin propane heater",2.33,2,1
"317",1028,100171,"Sundstrom Safety P100 Particulate Filter","respirator",1.33,2,1
"318",1031,100172,"Lithonia Lighting 4 ft. Integrated White LED Linear Lite Puff","KITCHEN  LIGHTING",2.67,2,1
"319",1038,100173,"Haier BrewMaster Single Tap Beer Dispenser in Black-DISCONTINUED","beer keg dispenser",3,2,1
"320",1040,100174,"Reflectix 24 in. x 100 ft. Double Reflective Insulation with Staple Tab","foil board",1.67,2,1
"321",1051,100176,"Malibu Low Voltage 50-Watt Black Flood Light","malibu lights",3,2,1
"322",1053,100177,"Hickory Hardware Studio 5 in. Satin Nickel Pull","satin nickel pull",3,2,1
"323",1056,100178,"Miracle-Gro LiquaFeed 16 oz. All-Purpose Plant Food Refills (4-Pack)","miricale",2.33,2,1
"324",1060,100179,"Paslode 3 in. x 0.120-Gauge 30å¡ Galvanized Ring Shank Paper Tape Framing Nails (2,000-Pack)","galvanized framing nails",2.67,2,1
"325",1062,100179,"Paslode 3 in. x 0.120-Gauge 30å¡ Galvanized Ring Shank Paper Tape Framing Nails (2,000-Pack)","paslode framing nails",3,2,1
"326",1065,100180,"Prime-Line Chrome Showcase Sliding Panel Keyed Lock","locks for sliding doors",3,1,1
"327",1068,100180,"Prime-Line Chrome Showcase Sliding Panel Keyed Lock","sliding windos locks",2.33,1,1
"328",1072,100181,"Crosley MDF Parsons Pantry Cabinet in White","pantry rack",2,1,1
"329",1073,100181,"Crosley MDF Parsons Pantry Cabinet in White","storage cabinets",3,1,1
"330",1074,100181,"Crosley MDF Parsons Pantry Cabinet in White","white pantry cabinets",2,1,1
"331",1076,100182,"Sheetrock Firecode Core 5/8 in. x 4 ft. x 12 ft. Gypsum Board","sheetrock",3,2,1
"332",1080,100184,"Bootz Industries Aloha 5 ft. Right Hand Drain Soaking Tub in White","bathrooms",2,2,1
"333",1081,100184,"Bootz Industries Aloha 5 ft. Right Hand Drain Soaking Tub in White","bootz",2.67,2,1
"334",1083,100184,"Bootz Industries Aloha 5 ft. Right Hand Drain Soaking Tub in White","main drain tub",1.67,2,1
"335",1084,100184,"Bootz Industries Aloha 5 ft. Right Hand Drain Soaking Tub in White","porcelain",2.33,2,1
"336",1086,100184,"Bootz Industries Aloha 5 ft. Right Hand Drain Soaking Tub in White","tub & tile spray on refinishing kit",2.33,2,1
"337",1090,100185,"Rubbermaid 68 in. Utility Single Track Upright","shelf track",2.67,1,1
"338",1095,100188,"14 in. Vinyl Coated Scroll Top Border","chicken wire",2.67,1,1
"339",1097,100189,"Prepac Elite 32 in. Wood Laminate Cabinet in White","cabinet closet  $100",2.33,2,1
"340",1098,100189,"Prepac Elite 32 in. Wood Laminate Cabinet in White","cabinets pantry",2.33,2,1
"341",1101,100189,"Prepac Elite 32 in. Wood Laminate Cabinet in White","closetmaid pantry",1.67,2,1
"342",1103,100189,"Prepac Elite 32 in. Wood Laminate Cabinet in White","in stock white cabinets",2.67,2,1
"343",1104,100189,"Prepac Elite 32 in. Wood Laminate Cabinet in White","kitchen cupboards hinges",1.33,2,1
"344",1107,100189,"Prepac Elite 32 in. Wood Laminate Cabinet in White","storage cabinets",3,2,1
"345",1108,100189,"Prepac Elite 32 in. Wood Laminate Cabinet in White","wardrobe closet material",1.33,2,1
"346",1116,100191,"Fiskars 54 in. EZ Reach Stik Tree Pruner","tree pruner",3,3,1
"347",1121,100193,"Main Door 36 in. x 80 in. Rustic Mahogany Type Prefinished Distressed Solid Wood Speakeasy Prehung Front Door","80 x 36 solid wood",3,2,1
"348",1128,100193,"Main Door 36 in. x 80 in. Rustic Mahogany Type Prefinished Distressed Solid Wood Speakeasy Prehung Front Door","front door",3,2,1
"349",1129,100193,"Main Door 36 in. x 80 in. Rustic Mahogany Type Prefinished Distressed Solid Wood Speakeasy Prehung Front Door","front doors",3,2,1
"350",1132,100193,"Main Door 36 in. x 80 in. Rustic Mahogany Type Prefinished Distressed Solid Wood Speakeasy Prehung Front Door","louvre door 36 inch",2.33,2,1
"351",1134,100193,"Main Door 36 in. x 80 in. Rustic Mahogany Type Prefinished Distressed Solid Wood Speakeasy Prehung Front Door","prehung solid core wooden entry door",3,2,1
"352",1135,100193,"Main Door 36 in. x 80 in. Rustic Mahogany Type Prefinished Distressed Solid Wood Speakeasy Prehung Front Door","rustic door 42x80",2,2,1
"353",1138,100194,"DEWALT 20-Volt 3Ah Max Lithium-Ion Battery (2-Pack)","20v dewalt kombo",1.67,2,1
"354",1142,100194,"DEWALT 20-Volt 3Ah Max Lithium-Ion Battery (2-Pack)","dewalt 20v",3,2,1
"355",1145,100194,"DEWALT 20-Volt 3Ah Max Lithium-Ion Battery (2-Pack)","dewalt 7.2volt battery",2,2,1
"356",1146,100194,"DEWALT 20-Volt 3Ah Max Lithium-Ion Battery (2-Pack)","dewalt battery chargers",2.67,2,1
"357",1148,100194,"DEWALT 20-Volt 3Ah Max Lithium-Ion Battery (2-Pack)","DEWALT VACCUM",1.67,2,1
"358",1151,100194,"DEWALT 20-Volt 3Ah Max Lithium-Ion Battery (2-Pack)","lithium 20 dewalt",3,2,1
"359",1155,100195,"MD Hobby and Craft 12 in. x 12 in. Galvanized Steel Sheet with Magnetic Surface","sheet metal",3,2,1
"360",1159,100196,"Rheem Performance 10 Gal. 6 Year 2000-Watt Single Element Electric Point-Of-Use Water Heater","element for hot wa",2,2,1
"361",1164,100196,"Rheem Performance 10 Gal. 6 Year 2000-Watt Single Element Electric Point-Of-Use Water Heater","water heather",3,2,1
"362",1165,100197,"Toro 225 mph 390 CFM Electric Super Leaf Blower with Vacuum Shredder","aspiradora",1.33,2,1
"363",1168,100197,"Toro 225 mph 390 CFM Electric Super Leaf Blower with Vacuum Shredder","leaf blower batte",2.67,2,1
"364",1171,100197,"Toro 225 mph 390 CFM Electric Super Leaf Blower with Vacuum Shredder","riobi blower vac 9056",1.67,2,1
"365",1172,100197,"Toro 225 mph 390 CFM Electric Super Leaf Blower with Vacuum Shredder","shredder",2.33,2,1
"366",1176,100197,"Toro 225 mph 390 CFM Electric Super Leaf Blower with Vacuum Shredder","yard blowers in stock",2,2,1
"367",1177,100197,"Toro 225 mph 390 CFM Electric Super Leaf Blower with Vacuum Shredder","yardman leaf vac",2.33,2,1
"368",1180,100200,"Flowtron 21 in. 5-Amp Electronic Leaf-Eater/Ultimate Mulcher","chipper",2,2,1
"369",1185,100201,"Cooper Bussmann GMA 5 Amp Glass Tube Fuse","Fuses",3,3,1
"370",1191,100203,"MS International Chiaro Brick 12 in. x 12 in. x 10 mm Tumbled Travertine Mesh-Mounted Mosaic Tile","mosaic  tiles",2.33,2,1
"371",1192,100203,"MS International Chiaro Brick 12 in. x 12 in. x 10 mm Tumbled Travertine Mesh-Mounted Mosaic Tile","mosaic tile backsplash",2.67,2,1
"372",1195,100203,"MS International Chiaro Brick 12 in. x 12 in. x 10 mm Tumbled Travertine Mesh-Mounted Mosaic Tile","tile backsplash",3,2,1
"373",1196,100203,"MS International Chiaro Brick 12 in. x 12 in. x 10 mm Tumbled Travertine Mesh-Mounted Mosaic Tile","travertine tiles",3,2,1
"374",1205,100208,"1/2 in. Brass CSST x MIPT Termination Flange","gas tubing",1.67,1,1
"375",1206,100208,"1/2 in. Brass CSST x MIPT Termination Flange","home-flex",1.33,1,1
"376",1208,100209,"Liberty 3-3/4 in. Steel Bar Pull (25-Pack)","bathroom hardware knobs and pulls",2.67,1,1
"377",1212,100209,"Liberty 3-3/4 in. Steel Bar Pull (25-Pack)","DRAWEER PULLS",3,1,1
"378",1215,100209,"Liberty 3-3/4 in. Steel Bar Pull (25-Pack)","knob",2.33,1,1
"379",1216,100209,"Liberty 3-3/4 in. Steel Bar Pull (25-Pack)","knobs for cabinet",3,1,1
"380",1218,100210,"PC Products 50ml PC-Clear Liquid Epoxy Cartridge","fiberglass epoxy",2.33,1,1
"381",1220,100210,"PC Products 50ml PC-Clear Liquid Epoxy Cartridge","fiberglass repair kit",1.75,1,1
"382",1224,100211,"Malibu Low Voltage Black Tier Light","malibu lights",3,2,1
"383",1227,100212,"WM 356 11/16 in. x 2-1/4 in. x 84 in. Pine Pre-Mitered Casing Set (3-Piece)","door trim",2.33,2,1
"384",1228,100213,"Beautyscapes Red Rubber Mulch","bagged cinder mulch",2.33,3,1
"385",1230,100213,"Beautyscapes Red Rubber Mulch","red cypress mulch",2.33,3,1
"386",1231,100213,"Beautyscapes Red Rubber Mulch","red mulch",2.67,3,1
"387",1237,100216,"Wired Door Bell Contractor Kit","door bell",3,1,1
"388",1238,100216,"Wired Door Bell Contractor Kit","door bell chime",2.33,1,1
"389",1243,100217,"Sigman 11 ft. 6 in. x 14 ft. 6 in., 8 oz. Canvas Drop Cloth","canvas drop cloth",3,2,1
"390",1248,100218,"Sun Joe 14 in. 12 Amp Lawn Electric Mower","bentgrass lawn mower",2.33,1,1
"391",1252,100218,"Sun Joe 14 in. 12 Amp Lawn Electric Mower","electric mower",3,1,1
"392",1253,100218,"Sun Joe 14 in. 12 Amp Lawn Electric Mower","kobalt electric mower corded",2,1,1
"393",1257,100218,"Sun Joe 14 in. 12 Amp Lawn Electric Mower","Lawnmowers",3,1,1
"394",1266,100221,"Everbilt 3-1/2 in. x 3-1/2 in. Satin Nickel Square Corner Door Hinge","hindges",2.33,2,1
